actors,director,genre,imdb_rating,just_rating,opening_date,runtime,synopsis,title_kor
"SumiShimamoto,IchirōNagai,GorōNaya,YōjiMatsuda,YoshikoSakakibara,IemasaKayumi,HisakoKyoda,MahitoTsujimura,MinaTominaga,KōheiMiyauchi,JojiYanami,MinoruYada,RihokoYoshida,TetsuoMizutori,MasakoSugaya,TakakoSasuga,ChikaSakamoto,Tarako,Mugihito,AkikoTsuboi,TakekiNakamura,BinShimada,ShinjiNomura,HochuOtsuka,GlümeHarlow",HayaoMiyazaki,"판타지,애니메이션,SF",8.1 (164k),88%,1984,1시간57분,"천 년 전, 불의 7일간으로 불리는 전쟁이 끝난 후 지구는 죽음의 행성으로 변했다. 점점 커지는 곰팡이의 숲인 부해가 유독가스를 내뿜어 사람이 살 수 있는 땅도 얼마 남지 않았다. 자연과 대화를 나눌 수 있는 특별한 소녀 나우시카는 그 중 깨끗한 바람계곡에서 살고 있지만 부해는 이곳마저 먹어치울 듯 가깝게 다가온다. 그러나 위기는 인간들의 다툼에서 시작된다. 군사제국 토르메키아가 불의 7일간을 초래했던 병기 거신병을 부활시키려는 계획을 시작했기 때문. 바람계곡은 분쟁에 휘말리고 나우시카는 토르메키아와 맞서는 도시 국가 페지테의 인질이 된다. 그 와중에 나우시카는 부해가 지구를 정화하고 있었다는 사실을 깨닫는데...",바람계곡의 나우시카
"ChinTsai,HouHsiao-hsien,WuNien-Jen,LinHsiu-Ling,KellyKo,KoI-Chen,FanMei,WuPing-nan,YangLi-yin,GraceChenShu-Fang,LaiTe-Nan,PengSun,De-mingLyu,Nai-ChuTing,Shu-yaoYang",EdwardYang,드라마,7.7 (2k),82%,1985,2시간0분,"보수적인 방직업자 아룽과 전문직 여성 수첸은 오래된 연인사이다. 수첸의 아버지는 파산한 실업가로 아룽에게 경제적인 도움을 기대하고, 수첸은 자신의 환경에서 벗어날 수가 없다. 아룽은 자신과 너무 다른 수첸의 세계를 이해할 수 없어 정서적 파탄을 경험한다. 어느날 수첸은 직장을 잃고 둘 사이는 더욱 멀어진다. 아룽과 헤어진 수첸은 친밀한 인간관계를 포기한 대가로 좋은 직장을 얻고, 아룽은 논쟁 끝에 칼에 찔려 길바닥에서 죽음을 맞이한다.",타이페이 스토리
"TracyCamillaJohns,TommyRedmondHicks,JohnCanadaTerrell,SpikeLee,RayeDowell,JoieLee,S.EpathaMerkerson,BillLee,CherylBurr,AaronDugger,StephanieCovington,RenataCobbs,CherylD.Singleton,MontyRoss,TizianoCortini,ErikDellums,ReginaldHudlin,EricPayne,GerardBrown,ErnestR.Dickerson,EricWilkins,Fab5Freddy,ScottSillers,GeoffreyGarfield,KathyBanks,SteveNicks,SteveNing",SpikeLee,"코미디,로맨스",6.8 (14k),74%,1986,1시간24분,"브루클린에서 디자이너로 일하는 놀라 달링. 세 남자와 동시에 사귀며 어디에도 휘둘리지 않는다. 애인들은 그녀를 두고 경쟁할 뿐. 다정한 남자, 재밌는 남자, 잘난 남자를 돌아가며 만나는 그녀는 언제나 알고 있다. 무엇이 1순위인지.",당신보다 그것이 좋아
"Jean-HuguesAnglade,BéatriceDalle,GérardDarmon,ConsueloDeHaviland,ClémentineCélarié,JacquesMathou,VincentLindon,CatherineD'At,ClaudeAufaure,LouisBellanti,DominiqueBesnehard,RaoulBillerey,NathalieDalyan,NicolasJalowyj,AndréJulien,DanielMillot,MartheMoudiki-Moreau,BernardRobin,ClaudeConfortès,PhilippeLaudenbach,LéonieBerthuit,FrédéricCaratini,RaymondJulien,JackyGalibert,SimondeLaBrosse,DominiquePinon",Jean-JacquesBeineix,"로맨스,MadeinEurope,드라마",7.4 (20k),80%,1986,3시간5분,"별볼일 없는 서른 살의 작가 지망생 ‘조그’는 대담하고 관능적인 여인 ‘베티’를 만나고 그녀에게 걷잡을 수 없이 빠져든다. 해변에 위치한 방갈로에서 함께 살게 된 둘은 달콤한 시간을 보내며 행복감에 젖는다. 하지만 곧 삶의 무료함을 느낀 ‘베티’는 ‘조그’의 글에서 눈부신 재능을 발견하고, 그를 작가로 성공시키는데 자신의 인생을 바치기로 결심한다. 그렇게 그녀의 광기가 점차 폭발해가는데…  순수하면서도 치명적인 탐닉의 아이콘  ‘베티’를 만난 후, 모든 것이 바뀌었다.",베티 블루
"AndyLau,MaggieCheung,JackyCheung,AlexMan,RonaldWong,WongAau,WongKim-Fung,LamKau,BenzKong,KanTat-Wah,WaiChing,WilliamChang,PongKeung-Fai,PakYan,KamShan,ChuiSi-Fei,HuiFan,HuangPa-Ching,ChanMan-Hiu,HoWing-Cheung,WongChi-Wai,CheungWing-Cheung,ChowGam-Kong,JoeMaYuk-Sing,ChunKwai-Bo,LeeChi-Kit,KongLong,TangChiu-Yau,BuffaloTangTai-Wo,ChengWai-Ching,FeiPak,CheungWing-Hon,ChanChi-Fai",WongKar-wai,"드라마,범죄,로맨스",7.0 (10k),77%,1988,1시간42분,대만에 살고 있는 아화는 홍콩에 있는 병원에 진찰을 받기 위해 소화의 집에 며칠 묵게 된다. 의형제를 맺은 동생 창파에게 빚을 지고 갚지 않는 일을 해결한 소화는 자신과 상의없이 낙태 수술을 한 애인 마벨과 다투고 헤어져 우울해한다. 한편 창파는 동생 하서가 당구내기에서 돈을 잃자 그들과 내기를 두다가 행패를 부리고 쫓기다 두들겨맞는다. 아화는 소화와 영화를 보러가려다 피를 흘리고 온 창파를 보고 소화가 범죄 조직에 있음을 알게 된다. 소화는 창파의 보복을 하고 그 역시 상처를 입고 집에 돌아오는데 두 사람은 서로 사랑하게 되지만 아화는 편지를 남기고 란타우 섬으로 돌아간다. 또다른 동생인 화서의 결혼식 피로연이 돈이 없어 너무나 초라해 화를 내는 아서의 장인과 다툰 창파는 우울해한다.,열혈남아
"MaggieCheung,CarolCheng,NatalisChan,CharlieCho,WilsonLam,PoonChun-Wai,KwanMing-Yuk,HonYee-Sang,ShermanWong,LoFan,YuMiu-Lin,WongJing,DennisChanKwok-San,ChanFai-hung,Si-MaYin,WongTin-lam",WongJing,"코미디,범죄",5.3,59%,1989,1시간33분,"할머니께 물려받은 아파트에 함께 사는 두 사촌. 티격태격하느라 정신없이 지내던 어느 날, 아파트 세입자가 눈앞에서 죽어버리는데. 이후 경찰이고 조폭이고 할 것 없이 찾아오는 자들이 많아지고. 대체 어떤 일에 휘말린 거야, 우리?",신용쌍매
"StephenChow,BillTung,StanleyFung,VivianChan,AmyYip,Siu-WaiMui,ChanLap-Ban,SunnyFangKang,LawChing-Ho",LauSze-Yu,"코미디,범죄,판타지,액션",5.9,64%,1990,1시간27분,"형사 창피아오는 마약제조자를 조사하는 도중에 마약왕텡에 의해서 살해된다. 그는 특별한 특징을 지닌 어떠한 사람의 도움으로 살인자를 체포하여 돌아오라는 명령을 받는다. 형사 창은 그의 보조자로서 영악한 경찰훈련생 흥징이라는 어처구니 없는 사실을 알게 된다.  그러나 흥징은 창의 도움을 통하여 점점 신용을 얻게 된다. 그리고 창은 흥징앞에 과제를 던지게 된다. 흥징은 첸의 딸 유를 만나게 된다. 그리고 그들의 관계로 그녀 아버지의 처지가 어렵게 됨에도 불구하고, 창의 도움으로 그녀의 마음을 얻게 된다. 창에 의하 여 사건의 실마리가 풀리고, 흥징은 창의 살인자 텡의 체포에 접근하게 되는데...",귀경출사
"MikiImai,ToshirōYanagiba,YokoHonna,MayumiIizuka,MasahiroItou,ChieKitagawa,YoshimasaKondô,YuukiMasuda,YukiMinowa,MichieTerada,YorieYamashita,IchirōNagai,IsseyTakahashi",IsaoTakahata,"드라마,애니메이션,로맨스",7.6 (30k),82%,1991,1시간59분,"도쿄에서 태어나고 자란 탓에 농촌에 대한 동경을 가지고 있는 오카지마 타에코는 10일간의 여름 휴가를 이용해 형부의 고향인 야마가타로 여름휴가를 떠난다. 회사원 생활을 그만두고 귀농한 청년 토시오가 그녀를 마중 나간다. 그는 타에코에게 농촌의 모든 것을 가르쳐준다. 타에코는 그 곳 사람들과 어울리며 되살아나는 초등학교 5학년 때의 추억에 잠긴다. 돌아가기 하루 전 할머니에게 토시오와의 결혼을 제의 받고 혼란에 빠진 타에코는 토시오에게 그녀의 자의식이 막고 있던 어린 시절의 추억들에 대해 이야기한다. 돌아오는 기차 안에서 타에코는 자신이 진정 함께 있고 싶은 곳, 정말로 원하는 것이 무엇인지에 대해 생각하는데...",추억은 방울방울
"AndyLau,MichelleReis,ChingmyYau,RemusChoyYat-Kit,LauSiu-Ming,JoeyWong,AlexMan,HuiSiu-Hung,VivianChan,CalvinChoyYat-Chi,SandraNgKwun-Yu,EdmondSo,NewtonLai,ChuTit-Wo,JohnChingTung,LeeSiu-Kei,KingdomYuen,DennisChanKwok-San,PatrickHonJun,WongJing,WanSeung-Lam",WongJing,"스릴러,범죄,드라마,액션,코미디",5.5,57%,1992,1시간54분,누구도 넘볼 수 없는 권력을 지닌 카지노 대부. 남부러울 것 없는 나날을 보내던 중 옛 동료와의 불화와 거대 사기 조직의 마수가 그의 사업과 가족을 위협하기 시작하는데. 다 이룬 자 혹은 다 잃은 자의 분노에 찬 질주가 시작된다!,도성대형 2 - 지존무적
"YumiAdachi,MasanobuAndo,ShinobuOtake,TsunehikoWatase,YutaYamazaki,MitsukoKusabue,HarukaSuenaga",HarukiKadokawa,"판타지,SF,가족,액션",5.8,64%,1993,1시간46분,초등학생 지에와 고생물학자 아빠가 함께 발견한 공룡알. 먼 과거에서 찾아온 아기 공룡 렉스와의 만남은 멀리 떨어져 있던 엄마와 지에의 인연을 다시 이어주는데. 소녀와 공룡의 특별한 우정을 담은 SF 판타지 동화가 지금 시작합니다.,아기 공룡 렉스
"LeslieCheung,BrigitteLin,MaggieCheung,TonyLeungChiu-wai,TonyLeungKa-fai,JackyCheung,CarinaLau,JoeyWong,KennyBee,VeronicaYipYuk-Hing",JeffreyLau,"액션,코미디,판타지",7.0 (2k),75%,1993,1시간43분,금륜국의 여왕이 사촌 서독과 사랑에 빠져 국왕을 살해하고 반란을 일으키자 이를 안 위공주는 서독과의 결투에서 패배하고 구공진인의 도움을 받기위해 구공산에 간다. 구공진인은 단령산의 구음진경을 찾아 새로운 공력을 익혀야 한다고 한다.  위공주는 단령산으로 동사와 함께 가게되는데 묵고 있던 여관에 대메와 주백통 그리고 거지 왕초를 만나게 되고 거지 왕초와 싸움에서 부성당미 서독의 계략으로 동사가 떠나게 되지만 신인이 된 남제와 동사의 도움으로 서독을 패배시키는데...,동성서취
"StephenChow,MaggieCheung,NgMan-tat,AnthonyWong,WongYat-fei,MichaelChan,AnitaMui,LauKong,GabrielWong,Si-MaYin,KingdomYuen,LoHoi-pang,LauTin-Chi,PhilipChanYan-Kin,ChangGan-Wing,ChengKa-Sang,WongSan,MamaHung,JackyCheungChun-Hung",JohnnieTo,"코미디,액션,판타지",6.2 (1k),64%,1993,1시간29분,"청룡 장군 나한은 워낙 급진적이라 하늘의 신들과 자주 마찰을 빚는다. 신들은 그를 몰아내기 위해 옥황상제를 찾아가 탄원을 하고, 화가난 옥황상제는 청룡과 그의 친구 백호장군 나한을 개돼지로 만들려 한다. 청룡을 아끼는 자비신의 도움으로 청룡은 속세에 내려가 3일만에 세 사람을 교화시키면 죄를 사함받도록 조정이 된다.  세 사람이란 거지 타청과 매춘부 유수안, 그리고 잔인무도한 악당 원파천이다. 땅으로 내려온 청룡은 이들을 만나 타청에게는 자존심을, 매춘부 유수안에게는 다른 직업을 가지도록 설득하여 이 과정에서 타청과 수안을 괴롭히는 원파천과 대척하게 된다. 3일간의 시간이 흐르고 있는 동안 청룡은 좌충우돌, 드디어 타청과 수안을 교화시키고, 원파천을 사주하는 헤로샤의 음모를 밝혀내려다 순교한다.  하지만 신들은 청룡의 공로를 인정, 다시 신으로 돌아오게 도와준다. 되살아난 청룡은 천당에서의 생활대신 속세를 선택하여 중생 구제를 하기 위해 속세로 되돌아온다.",심사관 2
"AnitaMui,MichelleYeoh,MaggieCheung,DamianLau,AnthonyWong,YenShi-Kwan,JamesPax,MimiChu,PaulChun,ChuiTo,PhilipKeung",JohnnieTo,"SF,액션,판타지,스릴러",6.5 (3k),71%,1993,1시간28분,"혼란의 도시 속 진정한 세 명의 여협객이 온다!
 정의의 여비협 동동 vs 해결사 진칠 vs 투명협 아삼
 무림고수에게 입양되어 무술을 배우던 동동과 아삼. 어느 날 정체모를 신비의 고수에게 아삼은 납치되고 그들에 의해 기억을 상실하고 그들의 하수인이 되어 일한다. 당시 그녀를 납치한 고수들은 진공공의 명을 받은 살수들로 진공공은 무협고수가 통치하는 세상을 만들기 위해 비밀리에 '귀삼공'이란 무술을 연마하고 있었다. 한편 진칠도 공공 밑에 있었으나 16살 때 기억력을 회복하여 도망 나와 돈을 받고 일하는 해결사로 활약하지만 실제로는 정의를 위해 싸우고 있다. 그리고 공공의 잔인함과 악행에 회의를 느끼던 아삼은 사랑하던 박사가 공공으로부터 죽음을 맞이하자 동동과 진칠을 돕기로 마음먹는다. 마침내 3인의 여협과 공공은 대면하게 되는데...",동방삼협
"AaronKwok,WuChien-Lien,RogerKwok,AnthonyWong,WilliamHoKa-Kui,PaulChun,KwanHoi-San,HonYee-Sang,TseWai-Kit,NgWui",BennyChan,"로맨스,드라마,액션,범죄",6.1,69%,1993,1시간27분,"아부는 자신의 잘못으로 어머니가 죽게 되자 아버지와의 심한 갈등 끝에 집을 나와 떠돈다. 그는 불법적인 오토바이 내기 경기로 돈을 받아 밑바닥 인생을 영위하며, 아무런 희망도 삶의 가치도 존재하지 않는다. 오직 숨막히는 스피드의 순간만이 존재할뿐. 그러던 어느날 조직 폭력배 사이에서 살인을 목격하고 쫓기는 청순한 여인 소천을 구해준다. 대륙으로부터 도망쳐와 시국사범으로 붙잡힌 동생을 구하기 위한 목적으로 불법체류중인 소천. 그녀는 돈을 벌기위해 매춘 조직에 결탁된 상태로 그녀와 아부의 만남은 허무한 스침의 연속일 뿐 이었으나 폭력배의 추적은 점점 그 둘을 하나가 되게했다. 아부는 제몸을 추스르지도 못할 정도로 힘겹지만, 그녀를 지키기 위해 필사의 노력을 한다. 한편 소천의 상냥함에 조금씩 감화되어가는 아들을 보며 부자지간의 새로운 정을 느끼는 부의 아버지는 아들과의 갈등을 허무러 뜨리고자 조금씩 다가가는데, 친구의 뜻밖의 개입으로 아부는 운명의 새로운 바람에 휩싸인다.",천장지구 2
"MichaelKeaton,NicoleKidman,BradleyWhitford,QueenLatifah,MichaelConstantine,RichardSchiff,MarkLowenthal,HaingS.Ngor,BillyL.Sullivan,MarkHolton",BruceJoelRubin,"드라마,다큐멘터리",8.8,84%,1993,1시간54분,"밥 존즈는 미시간 주 디트로이트의 고물상을 하는 아버지의 아들로 태어나 항상 아버지와 식구들을 챙피하게 생각하며 성공하기 위해 집을 도망쳐 나온다. 그리고 LA로 진출, 그곳에서 광고업자로서 큰 성공을 거둔다.  아름답고 세련된 도시의 여성 게일과의 행복한 결혼생활도 잠시, 아내가 임신한 후 신장암이 이미 다른 곳으로 전이되어 시한부 인생을 선고받는다. 밥은 태어날 아기에게 자신의 모습과 또 아기에게 가르쳐 주고 싶은 인생에 필요한 것들을 기회가 있을 때마다 비디오에 담아놓는다.  마지막 희망으로 호선생이라는 중국의 명의를 찾아간 밥은 마음의 분노를 없애라는 말을 듣고는 고향을 찾아간다. 그러나 그곳에서 가족들과 또 논쟁을 벌이게 된다. 아직 태어나지는 않았지만 아기에게 벌써부터 한없는 사랑을 갖고 있던 밥은 하나님에게 아기가 태어날 때까지만이라도 살게 해달라고 간절히 애원하는데...",마이 라이프
"NobuoTobita,ToshihikoSeki,YoukoSakamoto,YuriAmano,KaeAraki,Jun'ichiKanemaru,AiSatou,AyaHisakawa,TomokazuSeki,HikaruMidorikawa,AkoMayama,SumiShimamoto,ReikoSuzuki",TomomiMochizuki,"드라마,로맨스,애니메이션",6.6 (16k),72%,1993,1시간12분,"모리사키 타쿠는 도쿄에서 대학에 다니고 있다. 그는 방학을 맞이하여 고향인 코우치로 향하는 비행기로 몸을 싣는다. 그는 고등학교의 마지막 두해동안 벌어졌던 일들을 회상하기 시작한다. 고2때 전학온 무토우 리카쿠는 코우치의 모든 것들에 적응을 잘 못하는 소녀이다. 공부도 잘하고 예쁘지만 왠지 무시하는 눈치이다. 그녀는 많은 다른 학생들의 부러움과 질시를 동시에 받는다. 타쿠에게는 그가 특별하게 생각하는 절친한 친구인 마츠노 유타카란 친구가 있다. 마츠노는 자주 그에게 그가 리카쿠를 마음에 두고 있음을 말한다. 하지만 수학여행 때 리코쿠에게 돈을 빌려준 것을 계기로 타쿠는 그녀가 아버지를 만나러 떠난 도쿄 여행을 함께 하게 되고 또한 그 도쿄 여행으로 인해 타쿠와 마츠노의 사이가 멀어진다. 세월이 지나 그들 셋은 각자 다른 지역의 대학으로 들어가고, 드디어 타쿠가 코우치에 다시 돌아오게 된다. 동창회가 열리기 전날 마츠노는 자신이 비로소 예전에 타쿠가 리카쿠를 좋아했었다는 것을 알게 되었다고 말한다. 그리고 타쿠는 동창회에서 리카쿠를 만난 친구로부터 자신을 찾으러 도쿄로 떠난 리카쿠의 이야기를 듣게 된다.",바다가 들린다
"AkikoYajima,MikiNarahashi,KeijiFujiwara,Chafurin,Chie Satō,DaisukeGouri,EtsukoKozakura,HisakoKyoda,KazuhiroNakata,KenYamaguchi,MariMashiba,MichieTomizawa,NachiNozawa,RokoTakizawa,SakurakoKishiro,TakeshiAono,TamaoHayashi,TarôArakawa,TeiyūIchiryūsai,YumiTakada,YusukeNumata,TesshouGenda,RokuroNaya,KumikoWatanabe,YōInoue",MitsuruHongo,"애니메이션,액션,코미디,SF",6.7,75%,1993,1시간33분,"아이들은 액션가면을 TV 속의 인물인줄만 알고 동경한다. 짱구는 친구들과 함께 액션 가면 카드를 사모으며 즐거운 하루를 보낸다. 드디어 여름방학이 시작되는데, 아버지가 갑자기 바다로 놀러가자고 한다. 그것은 지구를 지키는 액션가면이 그들을 바다로 유인해낸 것이다.  한편, 우주에서 온 그래그래 마왕은 지구를 지배하기 위해 사람들의 영혼을 빼앗아간다. 짱구는 지구를 지키기 위해 액션가면과 힘을 합치는데...",짱구는 못말려 극장판: 액션가면 VS 하이구레 마왕
